Código de Conexión,Equipo,Tipo de la observación,Fecha de la Observación,Código de la observación,Lectura de contador,Toda la lectura de contador del tiempo,Edad componente,Intervalo de la observación,días,Valoración de la Observación,Grado de Trakka,Edad del lubricante,Uso,Lubricante drenado,Agredado,Valoración del Estado Asignada,Notas sobre la Revisión del Estado,Otras recomendaciones,Efecto de Falla,Revisado,Revisor,Resumen de la Acción,Boro (ppm),Calcio (ppm),Cinc (ppm),Fosforado (ppm),Magnesio (ppm),Molibdeno (ppm),Agua (%),Nitración JOAP (Abs/cm),Oxidación JOAP (Abs/cm),Silicio (ppm),Sodio (ppm),Sulfatación JOAP (Abs/cm),Viscosidad @ 100°C (cSt),ISO 4406:1999 > 04µ,ISO 4406:1999 > 06µ,ISO 4406:1999 > 14µ,Aluminio (ppm),Cobre (ppm),Cromo (ppm),Hierro (ppm),Plomo (ppm),Bario (ppm),Cadmio (ppm),Estaño (ppm),Niquel (ppm),Fecha Calculada,Año,Mes,Flota
0060145 ZSHI,60145,Análisis flúido,6/04/2024,0060145 ZSHI 20240406,"5526,48","8007,58","5526,48","793,28",43,Normal,Normal,,,No,0,Normal,"Todos los predictores permanecen dentro de los límites aceptables, continúe monitoreando de cerca.  ",,Ninguna falla identificada,11/04/2024 7:43:33 a. m.,sysadmin,,,"48,06","40,56","154,18",,0,,,,"0,64",,,"8,15",20,19,16,0,"0,1","0,01","0,85","0,68",,,,,6/04/2024,2024,04,EX3600
0060145 ZSHI,60145,Análisis flúido,23/02/2024,0060145 ZSHI 20240223,"4733,2","7214,3","4733,2","289,6",15,Normal,Advertencia,,,No,0,Normal,SEGUIR OPERANDO PREDICTORES EN RANGO ,SEGUIR OPERANDO PREDICTORES EN RANGO ,Ninguna falla identificada,14/03/2024 2:23:22 p. m.,DMartinez,,,"36,14","8,29","130,51",,"0,57",,,,"0,68",,,"7,9",16,14,11,"0,24","0,21",0,"1,48","0,14",,,,,23/02/2024,2024,02,EX3600
0060145 ZSHI,60145,Análisis flúido,8/02/2024,0060145 ZSHI 20240208,"4443,6","6924,7","4443,6","367,4",25,Normal,Normal,,,No,0,Normal,"Todos los predictores permanecen dentro de los límites aceptables, continúe monitoreando de cerca.  ",,Ninguna falla identificada,12/02/2024 6:35:42 a. m.,sysadmin,,,"43,4","10,09","132,85",,0,,,,0,,,,18,17,14,"0,02","0,06",0,"0,8",0,,,,,8/02/2024,2024,02,EX3600
0060145 ZSHI,60145,Análisis flúido,14/01/2024,0060145 ZSHI 20240114,"4076,2","6557,3","4076,2","366,9",23,Normal,Normal,,,No,0,Normal,"Todos los predictores permanecen dentro de los límites aceptables, continúe monitoreando de cerca.  ",,Ninguna falla identificada,16/01/2024 9:49:12 p. m.,sysadmin,,,11,"10,99","191,42",,"0,38",,,,"0,88",,,,18,17,13,"0,56","0,21","0,13","2,35","0,17",,,,,14/01/2024,2024,01,EX3600
0060145 ZSHI,60145,Análisis flúido,22/12/2023,0060145 ZSHI 20231222,"3709,3","6190,4","3709,3","292,3",15,Normal,Crítico,,,No,0,Normal,"Todos los predictores permanecen dentro de los límites aceptables, continúe monitoreando de cerca.  ",,Ninguna falla identificada,26/12/2023 3:22:21 p. m.,fpertuz,,,66,"9,16","100,13",,0,,,,"0,44",,,"11,14",21,20,17,0,0,0,0,0,,,,,22/12/2023,2023,12,EX3600
0060145 ZSHI,60145,Análisis flúido,7/12/2023,0060145 ZSHI 20231207,3417,"5898,1",3417,"584,3",35,Normal,Advertencia,,,No,0,Normal,"Todos los predictores permanecen dentro de los límites aceptables, continúe monitoreando de cerca.  ",,Ninguna falla identificada,14/12/2023 8:25:54 a. m.,fpertuz,,,"5,09","11,62","320,33",,0,,,,"0,86",,,"7,63",22,19,14,"0,04","0,37",0,"1,48","0,42",,,,,7/12/2023,2023,12,EX3600
0060145 ZSHI,60145,Análisis flúido,2/11/2023,0060145 ZSHI 20231102,"2832,7","5313,8","2832,7","2832,7",26,Normal,Advertencia,,,No,0,Normal,SEGUIR OPERANDO,,Ninguna falla identificada,22/11/2023 8:53:03 a. m.,DMartinez,,,"0,52","11,69","316,49",,"0,08",,,,"1,24",,,"7,4",20,18,13,"0,12","0,25","0,03","1,38",0,,,,,2/11/2023,2023,11,EX3600
0060145 ZSHI,60145,Análisis flúido,7/10/2023,0060145 ZSHI 20231007,"2481,1","2481,1",0,"477,2",27,Normal,Crítico,,,No,0,Normal,SEGUIR OPERANDO,,Ninguna falla identificada,22/11/2023 8:53:03 a. m.,DMartinez,,,0,"17,08","248,88",,0,,,,"0,44",,,"12,224",21,19,14,"0,19","0,21",0,"0,98","0,11",,,,,7/10/2023,2023,10,EX3600
0060145 ZSHI,60145,Análisis flúido,10/09/2023,0060145 ZSHI 20230910,"2003,9","2003,9",0,205,11,Normal,Advertencia,,,No,0,Normal,CARGUE MASIVO DE LA INFORMACION SEGUIR OPERANDO ,CARGUE MASIVO DE LA INFORMACION SEGUIR OPERANDO ,Ninguna falla identificada,8/11/2023 4:39:24 p. m.,DMartinez,,,0,"27,09","328,49",,0,,,,"0,26",,,"7,54",18,16,12,0,"0,49",0,"0,42",0,,,,,10/09/2023,2023,09,EX3600
0060145 ZSHI,60145,Análisis flúido,30/08/2023,0060145 ZSHI 20230830,"1798,9","1798,9",0,"367,2",20,Normal,Crítico,,,No,0,Normal,CARGUE MASIVO DE LA INFORMACION SEGUIR OPERANDO ,CARGUE MASIVO DE LA INFORMACION SEGUIR OPERANDO ,Ninguna falla identificada,8/11/2023 4:39:24 p. m.,DMartinez,,,1574,1290,1188,,"69,72",,,,"4,86",,,"8,5",22,18,14,"0,32","0,91","0,23","14,62",0,,,,,30/08/2023,2023,08,EX3600
0060145 ZSHI,60145,Análisis flúido,10/08/2023,0060145 ZSHI 20230810,"1431,7","1431,7",0,"603,8",35,Normal,Normal,,,No,0,Normal,CARGUE MASIVO DE LA INFORMACION SEGUIR OPERANDO ,CARGUE MASIVO DE LA INFORMACION SEGUIR OPERANDO ,Ninguna falla identificada,8/11/2023 4:39:24 p. m.,DMartinez,,,"33,61","450,65","226,5",,0,,,,"1,07",,,"8,95",19,18,14,"0,32","0,85",0,0,0,,,,,10/08/2023,2023,08,EX3600
0060145 ZSHI,60145,Análisis flúido,6/07/2023,0060145 ZSHI 20230706,"827,9","827,9",0,"475,7",30,Normal,Advertencia,,,No,0,Normal,CARGUE MASIVO DE LA INFORMACION SEGUIR OPERANDO ,CARGUE MASIVO DE LA INFORMACION SEGUIR OPERANDO ,Ninguna falla identificada,8/11/2023 4:39:24 p. m.,DMartinez,,,"1,61","59,61","334,32",,0,,,,"0,38",,,"7,85",22,20,14,0,"4,21","0,14","1,55","0,56",,,,,6/07/2023,2023,07,EX3600
0060145 ZSHI,60145,Análisis flúido,6/06/2023,0060145 ZSHI 20230606,"352,2","352,2",0,,,Normal,Normal,,,No,0,Normal,CARGUE MASIVO DE LA INFORMACION SEGUIR OPERANDO ,CARGUE MASIVO DE LA INFORMACION SEGUIR OPERANDO ,Ninguna falla identificada,8/11/2023 4:39:24 p. m.,DMartinez,,,"41,54","332,46","335,91",,0,,,,"2,61",,,"8,85",22,20,16,0,"0,1","0,06","0,46","0,57",,,,,6/06/2023,2023,06,EX3600
0060148 ZSHI,60148,Análisis flúido,29/07/2026,0060148 ZSHI 20260729,"59395,32","59395,32","59395,32","493,5",27,Normal,Crítico,,,No,0,Advertencia,"  Los predictores del codigo ISO de limpieza estan en rango de advertencia .  Asistente, abre una OT tipo TR P3 con las siguientes recomendaciones   1.  Cambie los desfogues del tanque hidráulico.  2. Cambie los filtros del sistema (By pass, flujo pleno, piloto, drenaje y alta eficiencia).",,,3/08/2026 3:47:44 p. m.,jbenitez2,,,"57,83","25,55","119,78",,"0,98",,3,21,"6,47",,28,"10,27",21,20,16,"2,78","1,15","2,34","6,58",0,,,,,29/07/2026,2026,07,EX3600
0060148 ZSHI,60148,Análisis flúido,2/07/2026,0060148 ZSHI 20260702,"58901,82","58901,82","58901,82","530,6",38,Normal,Crítico,,,No,0,Advertencia,"Los predictores del codigo ISO de limpieza estan en rango de advertencia.  Asistente, abre una OT tipo TR P2 con las siguientes recomendaciones   1.cambio del aceite hidraulico  2.  Cambie los desfogues del tanque hidráulico.  3. Cambie los filtros del sistema (By pass, flujo pleno, piloto, drenaje y alta eficiencia).",,Alto conteo de partículas,8/07/2026 2:50:38 p. m.,jbenitez2,,,"76,35","19,24","106,28",,0,,2,21,"2,62",,28,"10,33",21,19,15,"1,4","1,07","1,41","4,3",0,,,,,2/07/2026,2026,07,EX3600
0060148 ZSHI,60148,Análisis flúido,25/05/2026,0060148 ZSHI 20260525,"58371,22","58371,22","58371,22",363,18,Normal,Crítico,,,No,0,Normal,PUEDE SEGUIR OPERANDO,,Ninguna falla identificada,29/05/2026 7:44:56 a. m.,jbenitez2,,,"54,23","15,12","115,26",,0,,2,22,"3,55",,28,"10,12",19,17,14,"2,36","1,07","2,65","8,16",0,,,,,25/05/2026,2026,05,EX3600
0060148 ZSHI,60148,Análisis flúido,7/05/2026,0060148 ZSHI 20260507,"58008,22","58008,22","58008,22","282,1",17,Normal,Crítico,,,No,0,Advertencia,"Los predictores del codigo ISO de limpieza estan en rango de critico.  Asistente, abre una OT tipo TR P2 con las siguientes recomendaciones Y enventanarla el dia 21/05/2026:  1.cambio del aceite hidraulico  2.  Cambie los desfogues del tanque hidráulico.  3. Cambie los filtros del sistema (By pass, flujo pleno, piloto, drenaje y alta eficiencia).",,Alto conteo de partículas,11/05/2026 11:36:43 a. m.,jbenitez2,,,"61,24","9,71","86,33",,0,,,,"3,75",,,"10,1",21,20,17,"1,88","0,92","1,56","5,08","0,8",,,,,7/05/2026,2026,05,EX3600
0060148 ZSHI,60148,Análisis flúido,20/04/2026,0060148 ZSHI 20260420,"57726,12","57726,12","57726,12","434,9",29,Normal,Crítico,,,No,0,Normal,"Todos los predictores en rango normal, seguir monitoreando de cerca.",,Ninguna falla identificada,23/04/2026 5:39:35 p. m.,jbenitez2,,,"73,62","9,65","94,37",,0,,2,21,"2,13",,28,"10,615",18,17,14,"1,25","0,97","1,44","3,73","0,02",,,,,20/04/2026,2026,04,EX3600
0060148 ZSHI,60148,Análisis flúido,22/03/2026,0060148 ZSHI 20260322,"57291,22","57291,22","57291,22","448,6",26,Normal,Crítico,,,No,0,Normal,PUEDE SEGUIR OPERANDO,,Ninguna falla identificada,25/03/2026 1:16:22 p. m.,jbenitez2,,,"60,53","13,01","75,85",,0,,2,22,"3,18",,28,"9,99",18,17,13,"2,28","1,49","2,48","7,02",0,,,,,22/03/2026,2026,03,EX3600
0060148 ZSHI,60148,Análisis flúido,24/02/2026,0060148 ZSHI 20260224,"56842,62","56842,62","56842,62","85,2",5,Normal,Crítico,,,No,0,Advertencia,"Los predictores del codigo ISO de limpieza estan en rango de critico.  Asistente, abre una OT tipo TR P2 con las siguientes recomendaciones Y enventanarla el dia 9/03/2026:  1.  Cambie los desfogues del tanque hidráulico.  2. Cambie los filtros del sistema (By pass, flujo pleno, piloto, drenaje y alta eficiencia).",,Alto conteo de partículas,4/03/2026 8:56:45 a. m.,jbenitez2,,,"50,1","3,73","106,39",,"0,51",,2,21,"0,08",,28,"11,195",21,20,17,"0,42","0,04","0,12","0,12",0,,,,,24/02/2026,2026,02,EX3600
0060148 ZSHI,60148,Análisis flúido,19/02/2026,0060148 ZSHI 20260219,"56757,42","56757,42","56757,42",186,10,Normal,Crítico,,,No,0,Normal,"Todos los predictores permanecen dentro de los límites aceptables, continúe monitoreando de cerca.  ",,Ninguna falla identificada,23/02/2026 10:57:01 a. m.,jbenitez2,,,"68,37","29,45","134,73",,"0,09",,,,"5,48",,,"10,247",17,15,13,"2,73","1,68","1,8","6,71","0,29",,,,,19/02/2026,2026,02,EX3600
0060148 ZSHI,60148,Análisis flúido,9/02/2026,0060148 ZSHI 20260209,"56571,42","56571,42","56571,42","193,2",15,Normal,Crítico,,,No,0,Advertencia,"SE TENDRA BAJO MONITOREO , SE LE CAMBIARA FILTROS A 50HRS",,Alto conteo de partículas,11/02/2026 4:19:34 p. m.,jbenitez2,,,"70,35","20,61","113,8",,"0,85",,,,"7,51",,,"11,263",25,24,20,"2,69","1,47","1,74","6,46","0,02",,,,,9/02/2026,2026,02,EX3600
0060148 ZSHI,60148,Análisis flúido,25/01/2026,0060148 ZSHI 20260125,"56378,22","56378,22","56378,22","506,1",39,Normal,Crítico,,,No,0,Advertencia,"Los predictores del codigo ISO de limpieza estan en rango de critico.  Asistente, abre una OT tipo TR P2 con las siguientes recomendaciones Y enventanarla en el evento del dia 5/2/2026 .  1.  Cambie los desfogues del tanque hidráulico.  2. Cambie los filtros del sistema (By pass, flujo pleno, piloto, drenaje y alta eficiencia)  Pedir el elemento filtrante STOCK: 483074 cant 1 se debe solicitar este filtro de alta eficiencia.",,Alto conteo de partículas,27/01/2026 6:40:52 a. m.,jbenitez2,,,"59,86","19,3","112,91",,"0,15",,,,"3,12",,,"10,452",23,20,15,"1,9","1,7","1,68","5,05","1,09",,,,,25/01/2026,2026,01,EX3600
0060148 ZSHI,60148,Análisis flúido,17/12/2025,0060148 ZSHI 20251217,"55872,12","55872,12","55872,12","635,1",37,Normal,Crítico,,,No,0,Normal,"Todos los predictores permanecen dentro de los límites aceptables, continúe monitoreando de cerca.  ",,Ninguna falla identificada,22/12/2025 3:03:08 p. m.,jbenitez2,,,"105,3","67,75","299,1",,0,,,,"9,92",,,"9,9",19,18,14,"5,58","3,48","3,19","13,91",0,,,,,17/12/2025,2025,12,EX3600
0060148 ZSHI,60148,Análisis flúido,10/11/2025,0060148 ZSHI 20251110,"55237,02","55237,02","55237,02","403,2",28,Normal,Crítico,,,No,0,Normal,SEGUIR OPERANDO ,,Ninguna falla identificada,29/12/2025 2:01:20 p. m.,jbenitez2,,,121,"61,31","192,88",,0,,3,21,"6,92",,28,"10,088",19,17,10,"5,01","4,27","2,85","10,65","1,56",,,,,10/11/2025,2025,11,EX3600
0060148 ZSHI,60148,Análisis flúido,13/10/2025,0060148 ZSHI 20251013,"54833,82","54833,82","54833,82",385,26,Normal,Crítico,,,No,0,Normal,ACTUALMENTE SE ENCUENTRA CON LA TAREA DEL CAMBIO DE ACEITE HIDRAULICO,,Ninguna falla identificada,22/10/2025 8:17:00 a. m.,jbenitez2,,,"140,99","86,23","161,08",,"0,1",,3,21,"6,81",,27,"9,87",18,16,12,"4,91","8,07","4,35","13,54","0,32",,,,,13/10/2025,2025,10,EX3600
0060148 ZSHI,60148,Análisis flúido,17/09/2025,0060148 ZSHI 20250917,"54448,82","54448,82","54448,82",29,5,Normal,Crítico,,,No,0,Advertencia,"  Asistente, tu soporte con la apertura de una OT tipo TR con P3 envertanarla el dia 20/10/2025 y la siguiente recomendación:    1.  Cambie los desfogues del tanque hidráulico.  2. Cambie los filtros del sistema (By pass, flujo pleno, piloto, drenaje y alta eficiencia)  ",,Alto conteo de partículas,30/09/2025 2:01:52 p. m.,jbenitez2,,,"156,28","81,42","183,7",,0,,,,"9,08",,,"10,282",23,21,16,"4,26",9,"3,15","12,7",0,,,,,17/09/2025,2025,09,EX3600
0060148 ZSHI,60148,Análisis flúido,12/09/2025,0060148 ZSHI 20250912,"54419,82","54419,82","54419,82",129,8,Normal,Crítico,,,No,0,Advertencia,YA SE TIENE UNA OT PROGRAMADA PARA ESTE COMPONENTE 1548001,,Alto conteo de partículas,7/10/2025 8:22:56 a. m.,jbenitez2,,,"155,36","82,74","212,03",,0,,3,21,"7,5",,27,,21,19,13,"4,14","9,26","3,28","11,81",0,,,,,12/09/2025,2025,09,EX3600
0060148 ZSHI,60148,Análisis flúido,4/09/2025,0060148 ZSHI 20250904,"54290,82","54290,82","54290,82","439,4",28,Normal,Crítico,,,No,0,Advertencia,YA SE TIENE UNA OT PROGRAMADA PARA ESTE COMPONENTE 1548001,,Alto conteo de partículas,7/10/2025 8:50:32 a. m.,jbenitez2,,,"148,44","100,96","197,61",,"0,23",,,,"6,35",,,10,20,18,13,"3,79","8,62","2,87","12,01","0,21",,,,,4/09/2025,2025,09,EX3600
0060148 ZSHI,60148,Análisis flúido,7/08/2025,0060148 ZSHI 20250807,"53851,42","53851,42","53851,42","196,2",10,Normal,Crítico,,,No,0,Advertencia,YA SE TIENE UNA OT PARA ESTE COMPONENTE 1511692,,Ninguna falla identificada,11/08/2025 11:03:38 a. m.,jbenitez2,,,"110,51","66,07","83,89",,0,,,,"4,36",,,"9,8",18,16,13,"3,17","8,71","2,7","9,9","0,65",,,,,7/08/2025,2025,08,EX3600
0060148 ZSHI,60148,Análisis flúido,28/07/2025,0060148 ZSHI 20250728,"53655,22","53655,22","53655,22","817,8",47,Normal,Crítico,,,No,0,Advertencia,"  Asistente, abre una OT tipo TR P3 con las siguientes recomendaciones.    1.  Cambie los desfogues del tanque hidráulico.  2. Cambie los filtros del sistema (By pass, flujo pleno, piloto, drenaje y alta eficiencia)  ",,Ninguna falla identificada,30/07/2025 10:09:49 a. m.,jbenitez2,,,"110,4","78,7","138,74",,"0,71",,3,21,"5,6",,28,"9,86",16,15,12,"3,13","10,55","2,46",12,"0,43",,,,,28/07/2025,2025,07,EX3600
0060148 ZSHI,60148,Análisis flúido,11/06/2025,0060148 ZSHI 20250611,"52837,42","52837,42","52837,42","288,3",15,Normal,Crítico,,,No,0,Crítico,YA SE TIENE UNA OT PARA ESTE COMPONENTE #1478715,,Ninguna falla identificada,16/06/2025 11:22:14 a. m.,jbenitez2,,,"51,94","10,29","99,43",,"0,24",,2,21,"0,47",,28,"11,076",20,19,16,"0,24","0,01",0,0,"0,48",,,,,11/06/2025,2025,06,EX3600
0060148 ZSHI,60148,Análisis flúido,27/05/2025,0060148 ZSHI 20250527,"52549,12","52549,12","52549,12","416,7",29,Normal,Crítico,,,No,0,Advertencia,"  Asistente, abre una OT tipo TR P3 enventanarla en el pm del dia 20/6/2025  con las siguientes recomendaciones.    1.  Cambie los desfogues del tanque hidráulico.  2. Cambie los filtros del sistema (By pass, flujo pleno, piloto, drenaje y alta eficiencia)  ",,Ninguna falla identificada,3/06/2025 1:42:03 p. m.,jbenitez2,,,"129,38","72,55","50,76",,0,,3,21,"2,57",,28,"10,027",20,18,14,"1,25","13,44","1,97","5,61","1,98",,,,,27/05/2025,2025,05,EX3600
0060148 ZSHI,60148,Análisis flúido,28/04/2025,0060148 ZSHI 20250428,"52132,42","52132,42","52132,42","255,3",18,Normal,Crítico,,,No,0,Normal,"Todos los predictores en rango normal, seguir monitoreando de cerca.",,Ninguna falla identificada,5/05/2025 4:22:25 p. m.,jbenitez2,,,128,"77,55","113,91",,0,,,,"2,9",,,"10,023",16,15,11,"1,27","15,68","1,39","4,93",0,,,,,28/04/2025,2025,04,EX3600
0060148 ZSHI,60148,Análisis flúido,10/04/2025,0060148 ZSHI 20250410,"51877,12","51877,12","51877,12","188,32",11,Normal,Crítico,,,No,0,Normal,SE TENDRA EN BAJO MONITOREO,,Ninguna falla identificada,28/04/2025 3:26:36 p. m.,jbenitez2,,,"68,43","33,6","109,67",,0,,2,21,"2,16",,28,"10,226",17,14,11,"1,31","4,64","1,26","3,54",0,,,,,10/04/2025,2025,04,EX3600
0060148 ZSHI,60148,Análisis flúido,30/03/2025,0060148 ZSHI 20250330,"51688,8","51688,8","51688,8","543,8",30,Normal,Crítico,,,No,0,Normal,"EQUIPO EN PARAMETROS NORMALES , SE TENDRA BAJO MONITOREO.",,Ninguna falla identificada,28/04/2025 2:56:48 p. m.,jbenitez2,,,"73,7","27,54","86,83",,0,,,,"1,61",,,"10,128",18,17,13,"1,4","4,79","1,14","2,24","1,35",,,,,30/03/2025,2025,03,EX3600
0060148 ZSHI,60148,Análisis flúido,28/02/2025,0060148 ZSHI 20250228,51145,51145,51145,"68,5",4,Normal,Crítico,,,No,0,Normal,"EQUIPO EN PARAMETROS NORMALES , SE TENDRA BAJO MONITOREO.",,Ninguna falla identificada,28/04/2025 2:57:06 p. m.,jbenitez2,,,"73,8","4,84","94,46",,0,,,,"2,09",,,"11,11",19,18,15,"0,56","0,01","0,09","0,16",0,,,,,28/02/2025,2025,02,EX3600
0060148 ZSHI,60148,Análisis flúido,24/02/2025,0060148 ZSHI 20250224,"51076,5","51076,5","51076,5","336,8",19,Normal,Crítico,,,No,0,Normal,"EQUIPO EN PARAMETROS NORMALES , SE TENDRA BAJO MONITOREO.",,Ninguna falla identificada,28/04/2025 2:57:41 p. m.,jbenitez2,,,"88,59","23,05","44,72",,0,,2,21,"1,89",,28,"10,38",19,17,14,"0,17","10,27","0,09","1,51",0,,,,,24/02/2025,2025,02,EX3600
0060148 ZSHI,60148,Análisis flúido,5/02/2025,0060148 ZSHI 20250205,"50739,7","50739,7","50739,7","50739,7",4,Normal,Crítico,,,No,0,Normal,SE TENDRA EN BAJO MONITOREO,,Ninguna falla identificada,28/04/2025 3:33:36 p. m.,jbenitez2,,,"90,49","37,1","139,95",,0,,1,20,"2,47",,17,"10,957",20,18,12,"0,24",22,"0,18","1,53",0,,,,,5/02/2025,2025,02,EX3600
0060148 ZSHI,60148,Análisis flúido,1/02/2025,0060148 ZSHI 20250201,0,0,0,0,2,Normal,Crítico,,,No,0,Normal,SE TENDRA EN BAJO MONITOREO,,Ninguna falla identificada,28/04/2025 3:27:42 p. m.,jbenitez2,,,"96,57","40,58","109,85",,"0,08",,,,"0,78",,,"10,894",20,19,13,"0,4","5,51","0,01","0,96","0,11",,,,,1/02/2025,2025,02,EX3600
0060148 ZSHI,60148,Análisis flúido,30/01/2025,0060148 ZSHI 20250130,0,0,0,,,Normal,Crítico,,,No,0,Normal,SE TENDRA EN BAJO MONITOREO,,Ninguna falla identificada,28/04/2025 3:32:46 p. m.,jbenitez2,,,"163,59","103,26","135,35",,0,1,,,"2,06",,,,24,23,18,"0,66","8,72","0,18","2,4","0,11",,,,,30/01/2025,2025,01,EX3600
0060149 ZSHI,60149,Análisis flúido,12/08/2026,0060149 ZSHI 20260812,"15873,8","15873,8","15873,8","117,9",6,Normal,Crítico,,,No,0,Crítico,"Los predictores del codigo ISO de limpieza estan en rango critico .  Asistente, abre una OT tipo TR P2 con las siguientes recomendaciones   1. Cambio del aceite hidraulico   2.  Cambie los desfogues del tanque hidráulico.  3. Cambie los filtros del sistema (By pass, flujo pleno, piloto, drenaje y alta eficiencia).  ",,,18/08/2026 11:23:41 a. m.,jbenitez2,,,"107,69","59,76","182,75",,"0,32",,3,23,"6,1",,29,"9,92",22,20,15,"2,31","1,58","0,84","10,73",0,,,,,12/08/2026,2026,08,EX3600
0060149 ZSHI,60149,Análisis flúido,6/08/2026,0060149 ZSHI 20260806,"15755,9","15755,9","15755,9",499,26,Normal,Crítico,,,No,0,Crítico,"  Los predictores del codigo ISO de limpieza estan en rango de critico .  Asistente, abre una OT tipo TR P1 con las siguientes recomendaciones   1.  Cambie los desfogues del tanque hidráulico.  2. Cambie los filtros del sistema (By pass, flujo pleno, piloto, drenaje y alta eficiencia).",,,10/08/2026 1:12:54 p. m.,jbenitez2,,,"118,33","58,69","116,42",,0,,,,"13,28",,,"9,92",27,26,22,"3,82","1,23","0,81","11,81","0,77",,,,,6/08/2026,2026,08,EX3600
0060149 ZSHI,60149,Análisis flúido,11/07/2026,0060149 ZSHI 20260711,"15256,9","15256,9","15256,9","504,2",28,Normal,Crítico,,,No,0,Advertencia,"  Los predictores del codigo ISO de limpieza estan en rango de advertencia .  Asistente, abre una OT tipo TR P3 con las siguientes recomendaciones   1.  Cambie los desfogues del tanque hidráulico.  2. Cambie los filtros del sistema (By pass, flujo pleno, piloto, drenaje y alta eficiencia).    ",,Alto conteo de partículas,21/07/2026 4:36:43 p. m.,jbenitez2,,,"99,53","58,56","104,78",,"0,1",,3,22,"2,3",,28,"10,02",21,20,17,"1,28","1,1","0,61","6,55","0,05",,,,,11/07/2026,2026,07,EX3600
0060149 ZSHI,60149,Análisis flúido,13/06/2026,0060149 ZSHI 20260613,"14752,7","14752,7","14752,7","351,2",23,Normal,Crítico,,,No,0,Advertencia,"Los predictores del codigo ISO de limpieza estan en rango de advertencia.  Asistente, abre una OT tipo TR P3 con las siguientes recomendaciones y enventanarla el 2/7/2026   1.  Cambie los desfogues del tanque hidráulico.  2. Cambie los filtros del sistema (By pass, flujo pleno, piloto, drenaje y alta eficiencia).",,Alto conteo de partículas,17/06/2026 12:06:02 p. m.,jbenitez2,,,"102,23","57,01",108,,0,,3,21,"1,96",,28,"10,14",19,18,15,"1,83","1,24","0,62","6,72","0,34",,,,,13/06/2026,2026,06,EX3600
0060149 ZSHI,60149,Análisis flúido,21/05/2026,0060149 ZSHI 20260521,"14401,5","14401,5","14401,5","129,5",7,Normal,Crítico,,,No,0,Advertencia,"Los predictores del codigo ISO de limpieza estan en rango de advertencia.  Asistente, abre una OT tipo TR P2 con las siguientes recomendaciones   1.  Cambie los desfogues del tanque hidráulico.  2. Cambie los filtros del sistema (By pass, flujo pleno, piloto, drenaje y alta eficiencia).",,Alto conteo de partículas,27/05/2026 8:22:20 a. m.,jbenitez2,,,"110,88","39,55","88,77",,0,,2,21,"1,4",,28,"10,31",20,18,14,"1,39","1,69","0,67","5,8","0,4",,,,,21/05/2026,2026,05,EX3600
